Age,G,GS,Cmp,Att,Cmp%,Yds,TD,Int,Lng,Y/A,Y/C,Y/G,Rate,Sk,Year
25,16,16,382,544,70.2,4823,33,7,77,8.9,12.6,301.4,112.4,49,2020
25,15,15,390,588,66.3,4740,38,6,75,8.1,12.2,316,108.2,22,2020
43,16,16,401,610,65.7,4633,40,12,50,7.6,11.6,289.6,102.2,21,2020
35,16,16,407,626,65,4581,26,11,63,7.3,11.3,286.3,93.3,41,2020
24,16,16,396,572,69.2,4544,37,10,55,7.9,11.5,284,107.2,26,2020
22,15,15,396,595,66.6,4336,31,10,72,7.3,10.9,289.1,98.3,32,2020
37,16,16,372,526,70.7,4299,48,5,78,8.2,11.6,268.7,121.5,20,2020
32,16,16,349,516,67.6,4265,35,13,71,8.3,12.2,266.6,105,39,2020
32,16,16,384,558,68.8,4212,40,13,62,7.5,11,263.3,105.1,47,2020
39,16,16,369,543,68,4169,24,11,55,7.7,11.3,260.6,97,19,2020
29,16,16,348,517,67.3,4103,27,9,85,7.9,11.8,256.4,101.4,26,2020
32,16,16,339,528,64.2,4084,26,10,73,7.7,12,255.3,96.3,38,2020
23,16,16,375,558,67.2,3971,26,12,80,7.1,10.6,248.2,94.3,27,2020
26,15,15,370,552,67,3952,20,13,56,7.2,10.7,263.5,90,23,2020
32,16,16,315,481,65.5,3819,33,7,75,7.9,12.1,238.7,106.5,24,2020
38,15,15,399,608,65.6,3803,33,10,84,6.3,9.5,253.5,94.1,13,2020
28,15,15,340,492,69.1,3733,15,11,75,7.6,11,248.9,92.1,31,2020
25,16,16,305,486,62.8,3563,26,8,75,7.3,11.7,222.7,95.9,26,2020
23,14,14,280,448,62.5,2943,11,10,53,6.6,10.5,210.2,80.4,45,2020
41,12,12,275,390,70.5,2942,24,6,52,7.5,10.7,245.2,106.4,13,2020
24,13,13,254,443,57.3,2933,16,15,92,6.6,11.5,225.6,75.4,19,2020
23,15,15,242,376,64.4,2757,26,9,47,7.3,11.4,183.8,99.3,29,2020
24,10,10,264,404,65.3,2688,13,5,67,6.7,10.2,268.8,89.8,32,2020
31,15,15,242,368,65.8,2657,8,10,50,7.2,11,177.1,82.9,31,2020
28,12,12,251,437,57.4,2620,16,15,59,6,10.4,218.3,72.8,50,2020
25,10,8,211,326,64.7,2437,12,12,49,7.5,11.5,243.7,84.1,19,2020
24,9,8,216,327,66.1,2259,16,5,51,6.9,10.5,251,95.9,27,2020
23,12,12,217,364,59.6,2208,9,11,69,6.1,10.2,184,72.7,35,2020
33,11,9,216,333,64.9,2170,14,8,69,6.5,10,197.3,87.3,24,2020
38,9,7,183,267,68.5,2091,13,8,70,7.8,11.4,232.3,95.6,14,2020
26,10,9,199,297,67,2055,16,8,53,6.9,10.3,205.5,93.5,18,2020
27,5,5,151,222,68,1856,9,4,58,8.4,12.3,371.2,99.6,10,2020
31,9,7,202,312,64.7,1852,10,8,50,5.9,9.2,205.8,80.8,18,2020
22,10,9,186,290,64.1,1814,11,5,35,6.3,9.8,181.4,87.1,20,2020
36,8,6,168,252,66.7,1582,6,8,68,6.3,9.4,197.8,78.5,22,2020
23,7,6,148,241,61.4,1439,5,7,50,6,9.7,205.6,73,20,2020
29,6,6,94,140,67.1,1096,7,5,76,7.8,11.7,182.7,92.4,11,2020
31,5,5,111,179,62,1072,7,5,46,6,9.7,214.4,80.1,9,2020
22,15,4,77,148,52,1061,6,4,81,7.2,13.8,70.7,77.6,13,2020
30,16,8,88,121,72.7,928,4,2,44,7.7,10.5,58,98.8,14,2020
28,5,5,90,142,63.4,925,5,4,72,6.5,10.3,185,82,7,2020
35,5,4,74,134,55.2,864,6,3,52,6.4,11.7,172.8,80.6,7,2020
27,6,2,66,104,63.5,787,6,0,49,7.6,11.9,131.2,105.7,9,2020
24,3,3,60,110,54.5,624,2,6,73,5.7,10.4,208,54.5,7,2020
24,4,4,60,87,69,610,4,1,52,7,10.2,152.5,99.3,7,2020
27,3,1,35,64,54.7,432,3,2,45,6.8,12.3,144,78.4,11,2020
34,4,2,40,66,60.6,375,1,1,35,5.7,9.4,93.8,75,5,2020
25,4,1,32,56,57.1,368,1,5,52,6.6,11.5,92,45.8,4,2020
25,5,1,25,43,58.1,324,2,1,47,7.5,13,64.8,87.7,1,2020
24,3,1,27,40,67.5,295,2,4,48,7.4,10.9,98.3,66.1,1,2020
34,4,0,29,43,67.4,264,1,2,28,6.1,9.1,66,72.2,3,2020
24,5,0,22,44,50,256,2,3,38,5.8,11.6,51.2,54.7,4,2020
35,3,1,28,38,73.7,248,2,0,37,6.5,8.9,82.7,108.2,2,2020
29,1,1,21,38,55.3,243,1,1,32,6.4,11.6,243,72.6,2,2020
25,1,1,22,38,57.9,231,0,1,38,6.1,10.5,231,64.7,2,2020
27,1,0,17,28,60.7,226,1,1,35,8.1,13.3,226,83.3,0,2020
24,3,1,23,43,53.5,219,0,0,32,5.1,9.5,73,67.9,7,2020
31,2,1,16,30,53.3,208,0,0,37,6.9,13,104,75.4,2,2020
30,5,0,11,21,52.4,197,1,1,56,9.4,17.9,39.4,80.9,1,2020
26,5,1,17,32,53.1,164,1,2,30,5.1,9.6,32.8,52.1,9,2020
31,4,0,9,16,56.3,143,2,0,35,8.9,15.9,35.8,125.8,1,2020
27,1,0,12,19,63.2,137,1,0,29,7.2,11.4,137,102.3,1,2020
35,1,1,15,24,62.5,130,0,1,25,5.4,8.7,130,59.4,2,2020
25,5,0,11,16,68.8,105,1,1,19,6.6,9.5,21,81.5,2,2020
25,2,0,3,10,30,90,1,0,70,9,30,45,97.9,0,2020
26,4,0,7,11,63.6,75,0,0,19,6.8,10.7,18.8,83.5,2,2020
28,15,14,4,4,100,74,1,0,37,18.5,18.5,4.9,158.3,0,2020
25,1,0,6,10,60,49,0,1,20,4.9,8.2,49,32.9,1,2020
32,2,0,5,10,50,46,0,0,24,4.6,9.2,23,62.9,0,2020
27,12,7,1,1,100,43,1,0,43,43,43,3.6,158.3,0,2020
24,14,9,2,2,100,43,2,0,24,21.5,21.5,3.1,158.3,0,2020
30,4,1,8,14,57.1,42,0,2,9,3,5.3,10.5,22.6,3,2020
24,16,8,1,2,50,39,1,0,39,19.5,39,2.4,135.4,0,2020
34,6,1,2,2,100,38,0,0,22,19,19,6.3,118.7,0,2020
30,1,0,4,5,80,33,0,0,14,6.6,8.3,33,94.2,1,2020
23,10,4,1,2,50,32,0,0,32,16,32,3.2,95.8,0,2020
27,1,0,5,12,41.7,32,0,1,10,2.7,6.4,32,14.6,2,2020
25,16,2,1,1,100,29,0,0,29,29,29,1.8,118.7,0,2020
23,16,0,1,1,100,28,0,0,28,28,28,1.8,118.7,1,2020
29,16,15,1,1,100,28,0,0,28,28,28,1.8,118.7,0,2020
38,16,0,1,1,100,26,0,0,26,26,26,1.6,118.7,0,2020
26,1,0,3,5,60,25,0,0,12,5,8.3,25,72.9,2,2020
25,16,0,2,2,100,23,1,0,12,11.5,11.5,1.4,154.2,0,2020
31,15,10,1,1,100,20,1,0,20,20,20,1.3,158.3,0,2020
30,2,0,1,1,100,20,0,0,20,20,20,10,118.7,1,2020
28,7,7,1,1,100,18,0,0,18,18,18,2.6,118.7,0,2020
29,1,0,1,5,20,18,0,0,18,3.6,18,18,42.1,0,2020
32,12,4,1,2,50,18,0,0,18,9,18,1.5,81.2,0,2020
28,11,0,2,8,25,17,0,0,13,2.1,8.5,1.5,39.6,2,2020
26,15,8,1,2,50,16,0,0,16,8,16,1.1,77.1,0,2020
22,2,0,3,5,60,15,0,0,8,3,5,7.5,64.6,0,2020
38,15,0,1,1,100,15,0,0,15,15,15,1,118.7,0,2020
25,16,10,1,1,100,15,0,0,15,15,15,0.9,118.7,0,2020
23,1,0,1,9,11.1,13,0,2,13,1.4,13,13,0,1,2020
25,14,0,1,1,100,13,0,0,13,13,13,0.9,118.7,0,2020
24,16,0,1,1,100,13,0,0,13,13,13,0.8,118.7,0,2020
25,16,7,1,1,100,12,1,0,12,12,12,0.8,156.2,0,2020
25,6,0,1,3,33.3,7,0,0,7,2.3,7,1.2,42.4,0,2020
31,15,15,1,2,50,4,0,0,4,2,4,0.3,56.2,0,2020
25,1,0,1,1,100,4,0,0,4,4,4,4,83.3,0,2020
25,1,0,4,5,80,2,0,0,3,0.4,0.5,2,79.2,0,2020
25,14,2,0,1,0,0,0,0,0,0,0,0,39.6,0,2020
28,14,13,0,1,0,0,0,0,0,0,0,0,39.6,0,2020
30,10,2,0,1,0,0,0,0,0,0,0,0,39.6,0,2020
27,16,0,0,1,0,0,0,0,0,0,0,0,39.6,0,2020
28,16,2,0,1,0,0,0,0,0,0,0,0,39.6,0,2020
31,8,0,0,1,0,0,0,0,0,0,0,0,39.6,0,2020
34,13,0,0,1,0,0,0,0,0,0,0,0,39.6,0,2020
23,15,14,0,1,0,0,0,0,0,0,0,0,39.6,0,2020
26,16,14,0,1,0,0,0,0,0,0,0,0,39.6,0,2020
27,10,9,0,1,0,0,0,1,0,0,0,0,0,0,2020
23,14,6,0,1,0,0,0,0,0,0,0,0,39.6,0,2020
44,17,17,485,719,67.5,5316,43,12,62,7.4,11,312.7,102.1,22,2021
23,17,17,443,672,65.9,5014,38,15,72,7.5,11.3,294.9,97.7,31,2021
33,17,17,404,601,67.2,4886,41,17,79,8.1,12.1,287.4,102.9,30,2021
26,17,17,436,658,66.3,4839,37,13,75,7.4,11.1,284.6,98.5,28,2021
30,17,17,428,626,68.4,4804,23,14,61,7.7,11.2,282.6,94,40,2021
25,16,16,366,520,70.4,4611,34,14,82,8.9,12.6,288.2,108.3,51,2021
28,16,16,410,596,68.8,4449,37,10,51,7.5,10.9,278.1,104.2,30,2021
25,17,17,409,646,63.3,4407,36,15,61,6.8,10.8,259.2,92.2,26,2021
33,16,16,372,561,66.3,4221,33,7,64,7.5,11.3,263.8,103.1,28,2021
38,16,16,366,531,68.9,4115,37,4,75,7.7,11.2,257.2,111.9,30,2021
36,17,17,375,560,67,3968,20,12,64,7.1,10.6,233.4,90.4,40,2021
30,15,15,301,441,68.3,3810,20,12,83,8.6,12.7,254,98.7,29,2021
23,17,17,352,521,67.6,3801,22,13,75,7.3,10.8,223.6,92.5,28,2021
24,14,14,333,481,69.2,3787,24,10,77,7.9,11.4,270.5,100.6,31,2021
39,16,16,390,605,64.5,3740,22,10,59,6.2,9.6,233.8,86.8,38,2021
33,17,17,357,531,67.2,3734,21,14,57,7,10.5,219.6,89.6,47,2021
22,17,17,359,602,59.6,3641,12,17,58,6,10.1,214.2,71.9,32,2021
29,17,17,322,516,62.4,3563,27,7,76,6.9,11.1,209.6,94.6,32,2021
28,16,15,321,494,65,3419,20,15,73,6.9,10.7,213.7,85.9,38,2021
27,14,14,332,494,67.2,3245,19,8,63,6.6,9.8,231.8,91.5,35,2021
23,15,15,265,432,61.3,3144,16,9,91,7.3,11.9,209.6,87.2,26,2021
33,14,14,259,400,64.8,3113,25,6,69,7.8,12,222.4,103.1,33,2021
29,14,14,285,426,66.9,3052,18,7,64,7.2,10.7,218,94.9,31,2021
26,14,14,253,418,60.5,3010,17,13,71,7.2,11.9,215,83.1,43,2021
24,12,12,246,382,64.4,2882,16,13,49,7.5,11.7,240.2,87,38,2021
23,13,11,263,394,66.8,2664,16,10,67,6.8,10.1,204.9,88.8,31,2021
23,13,12,263,388,67.8,2653,16,10,65,6.8,10.1,204.1,90.1,20,2021
24,12,11,243,406,59.9,2527,9,13,63,6.2,10.4,210.6,71.9,35,2021
24,11,11,232,361,64.3,2428,10,7,54,6.7,10.5,220.7,84.8,22,2021
22,13,13,213,383,55.6,2334,9,11,54,6.1,11,179.5,69.7,44,2021
22,12,10,159,270,58.9,1870,7,10,64,6.9,11.8,155.8,73.2,36,2021
34,8,6,149,236,63.1,1515,8,9,60,6.4,10.2,189.4,76.9,18,2021
29,11,5,141,225,62.7,1283,5,4,52,5.7,9.1,116.6,78.1,19,2021
27,7,7,95,161,59,1170,14,3,72,7.3,12.3,167.1,102.8,11,2021
30,6,4,108,188,57.4,1154,11,3,46,6.1,10.7,192.3,88.4,9,2021
23,7,4,122,188,64.9,1081,3,4,43,5.8,8.9,154.4,76.6,18,2021
31,12,9,78,134,58.2,978,4,5,70,7.3,12.5,81.5,75.4,9,2021
32,6,6,91,150,60.7,966,5,5,52,6.4,10.6,161,76.7,13,2021
26,4,3,88,132,66.7,953,5,8,28,7.2,10.8,238.3,75.1,4,2021
32,6,4,90,167,53.9,790,4,10,60,4.7,8.8,131.7,49.7,9,2021
25,6,3,67,111,60.4,787,2,2,44,7.1,11.7,131.2,80.4,9,2021
35,8,3,74,99,74.7,740,3,1,50,7.5,10,92.5,101.4,6,2021
31,4,3,65,95,68.4,702,5,1,84,7.4,10.8,175.5,103,13,2021
32,8,5,69,126,54.8,684,4,5,64,5.4,9.9,85.5,64.4,10,2021
35,4,1,57,85,67.1,638,5,2,28,7.5,11.2,159.5,99,3,2021
21,6,2,41,71,57.7,603,5,2,76,8.5,14.7,100.5,97.3,4,2021
27,5,3,61,94,64.9,526,3,6,42,5.6,8.6,105.2,63.5,0,2021
33,7,2,47,72,65.3,462,3,1,34,6.4,9.8,66,91.3,5,2021
25,4,2,41,60,68.3,439,4,1,36,7.3,10.7,109.8,104.8,5,2021
28,5,1,30,47,63.8,422,3,1,73,9,14.1,84.4,105.1,3,2021
23,6,1,36,62,58.1,411,2,3,62,6.6,11.4,68.5,68.7,3,2021
26,5,1,36,66,54.5,362,1,3,24,5.5,10.1,72.4,56.5,7,2021
36,2,1,27,42,64.3,338,3,0,62,8,12.5,169,113,2,2021
26,2,1,35,58,60.3,277,1,1,36,4.8,7.9,138.5,70.8,0,2021
32,1,1,24,35,68.6,250,1,0,30,7.1,10.4,250,98.5,4,2021
36,5,0,9,11,81.8,227,1,0,48,20.6,25.2,45.4,149.1,0,2021
23,3,2,27,60,45,210,1,3,36,3.5,7.8,70,38.9,6,2021
30,1,1,20,31,64.5,194,0,0,46,6.3,9.7,194,81.9,2,2021
29,1,1,22,36,61.1,189,1,0,30,5.3,8.6,189,84.1,2,2021
29,6,1,17,34,50,149,2,0,26,4.4,8.8,24.8,81.6,4,2021
26,1,1,20,30,66.7,147,1,0,25,4.9,7.4,147,89.2,0,2021
23,1,1,12,20,60,135,0,2,56,6.8,11.3,135,40.6,8,2021
25,2,0,12,19,63.2,120,1,0,19,6.3,10,60,98.6,2,2021
26,16,4,3,3,100,88,0,0,35,29.3,29.3,5.5,118.7,0,2021
36,4,0,11,16,68.8,82,0,0,17,5.1,7.5,20.5,80.7,0,2021
25,12,0,1,1,100,75,1,0,75,75,75,6.3,158.3,0,2021
32,6,0,7,11,63.6,67,0,0,23,6.1,9.6,11.2,80.5,1,2021
27,16,10,1,1,100,46,0,0,46,46,46,2.9,118.7,0,2021
25,17,16,2,2,100,45,0,0,30,22.5,22.5,2.6,118.7,0,2021
27,6,0,6,8,75,43,0,1,15,5.4,7.2,7.2,47.4,0,2021
25,17,0,2,3,66.7,38,0,0,21,12.7,19,2.2,109.7,0,2021
26,2,0,6,9,66.7,36,0,0,17,4,6,18,74.3,2,2021
22,17,17,2,4,50,35,0,0,24,8.8,17.5,2.1,80.2,0,2021
28,2,0,2,2,100,33,0,0,28,16.5,16.5,16.5,118.7,0,2021
25,17,11,1,1,100,33,0,0,33,33,33,1.9,118.7,0,2021
26,17,5,1,1,100,25,1,0,25,25,25,1.5,158.3,0,2021
24,1,0,2,5,40,25,0,1,10,5,12.5,25,16.7,0,2021
25,16,15,1,2,50,24,1,0,24,12,24,1.5,133.3,0,2021
31,16,0,1,1,100,23,0,0,23,23,23,1.4,118.7,0,2021
24,4,0,2,11,18.2,19,0,2,14,1.7,9.5,4.8,0,0,2021
22,10,4,1,3,33.3,19,0,0,19,6.3,19,1.9,56.2,1,2021
26,3,0,1,1,100,16,0,0,16,16,16,5.3,118.7,0,2021
26,17,16,1,1,100,16,0,0,16,16,16,0.9,118.7,0,2021
25,16,0,1,1,100,16,0,0,16,16,16,1,118.7,0,2021
39,1,1,3,6,50,13,0,0,6,2.2,4.3,13,56.2,1,2021
29,17,0,1,1,100,6,0,0,6,6,6,0.4,91.7,0,2021
27,8,8,1,1,100,5,1,0,5,5,5,0.6,127.1,0,2021
22,1,0,2,3,66.7,5,0,0,6,1.7,2.5,5,70.1,0,2021
26,3,0,1,4,25,5,0,1,5,1.3,5,1.7,0,1,2021
26,17,17,1,1,100,4,0,0,4,4,4,0.2,83.3,0,2021
28,10,0,1,2,50,4,0,0,4,2,4,0.4,56.2,0,2021
31,17,0,1,1,100,2,0,0,2,2,2,0.1,79.2,0,2021
26,17,0,1,2,50,2,0,0,2,1,2,0.1,56.2,0,2021
24,16,1,1,1,100,1,0,0,1,1,1,0.1,79.2,0,2021
29,16,16,0,1,0,0,0,0,0,0,0,0,39.6,0,2021
36,8,0,0,1,0,0,0,0,0,0,0,0,39.6,0,2021
32,16,8,0,1,0,0,0,0,0,0,0,0,39.6,0,2021
30,17,0,0,1,0,0,0,0,0,0,0,0,39.6,0,2021
24,13,13,0,2,0,0,0,0,0,0,0,0,39.6,0,2021
31,16,5,0,1,0,0,0,0,0,0,0,0,39.6,0,2021
28,15,11,0,1,0,0,0,0,0,0,0,0,39.6,0,2021
28,17,0,0,1,0,0,0,0,0,0,0,0,39.6,0,2021
26,14,13,0,1,0,0,0,0,0,0,0,0,39.6,0,2021
24,9,0,0,1,0,0,0,1,0,0,0,0,0,0,2021
26,17,9,0,1,0,0,0,0,0,0,0,0,39.6,0,2021
23,17,0,0,1,0,0,0,0,0,0,0,0,39.6,0,2021
39,17,0,0,1,0,0,0,0,0,0,0,0,39.6,0,2021
28,17,17,0,1,0,0,0,0,0,0,0,0,39.6,0,2021
28,17,0,0,1,0,0,0,0,0,0,0,0,39.6,0,2021
24,13,13,0,1,0,0,0,1,0,0,0,0,0,0,2021
30,16,13,0,1,0,0,0,0,0,0,0,0,39.6,0,2021
25,1,0,0,2,0,0,0,0,0,0,0,0,39.6,0,2021
22,13,4,0,1,0,0,0,0,0,0,0,0,39.6,0,2021
29,14,5,0,1,0,0,0,0,0,0,0,0,39.6,1,2021
28,13,3,0,1,0,0,0,0,0,0,0,0,39.6,0,2021
27,17,17,435,648,67.1,5250,41,12,67,8.1,12.1,308.8,105.2,26,2022
24,17,17,477,699,68.2,4739,25,10,55,6.8,9.9,278.8,93.2,38,2022
45,17,17,490,733,66.8,4694,25,9,63,6.4,9.6,276.1,90.7,22,2022
34,17,17,424,643,65.9,4547,29,14,66,7.1,10.7,267.5,92.5,46,2022
26,16,16,414,606,68.3,4475,35,12,60,7.4,10.8,279.7,100.8,41,2022
28,17,17,382,587,65.1,4438,29,7,81,7.6,11.6,261.1,99.3,23,2022
26,16,16,359,567,63.3,4283,35,14,98,7.6,11.9,267.7,96.6,33,2022
32,17,17,399,572,69.8,4282,30,11,54,7.5,10.7,251.9,100.9,46,2022
23,17,17,387,584,66.3,4113,25,8,59,7,10.6,241.9,95.2,27,2022
24,15,15,306,460,66.5,3701,22,6,68,8,12.1,246.7,101.5,38,2022
39,17,17,350,542,64.6,3695,26,12,58,6.8,10.6,217.4,91.1,32,2022
24,13,13,259,400,64.8,3548,25,8,84,8.9,13.7,272.9,105.5,21,2022
34,15,15,292,483,60.5,3524,16,11,67,7.3,12.1,234.9,84.4,55,2022
31,15,15,305,502,60.8,3522,24,14,60,7,11.5,234.8,86.3,27,2022
25,16,16,317,472,67.2,3205,15,5,65,6.8,10.1,200.3,92.5,44,2022
24,15,15,292,479,61,3118,17,15,58,6.5,10.7,207.9,78.8,31,2022
37,12,12,309,461,67,3057,14,13,45,6.6,9.9,254.8,83.9,38,2022
24,14,14,288,442,65.2,2997,14,11,48,6.8,10.4,214.1,84.8,34,2022
35,14,14,252,378,66.7,2871,18,9,64,7.6,11.4,205.1,95.2,25,2022
29,12,12,261,394,66.2,2860,23,15,68,7.3,11,238.3,91.1,20,2022
30,16,11,236,369,64,2608,12,6,55,7.1,11.1,163,88.9,24,2022
34,12,12,212,325,65.2,2536,13,6,69,7.8,12,211.3,94.6,33,2022
31,11,10,207,308,67.2,2437,16,4,57,7.9,11.8,221.5,103,18,2022
24,13,12,245,389,63,2404,7,9,57,6.2,9.8,184.9,76.7,27,2022
25,11,11,259,390,66.4,2368,14,7,38,6.1,9.1,215.3,87.2,25,2022
23,15,15,192,318,60.4,2242,17,11,56,7.1,11.7,149.5,85.2,55,2022
25,12,12,203,326,62.3,2242,17,7,75,6.9,11,186.8,91.1,26,2022
29,13,13,184,300,61.3,2219,15,9,75,7.4,12.1,170.7,88.2,28,2022
27,12,10,201,335,60,2163,10,8,75,6.5,10.8,180.3,79,36,2022
34,9,9,206,303,68,2087,10,8,75,6.9,10.1,231.9,87.4,29,2022
29,9,9,161,259,62.2,1859,12,6,61,7.2,11.5,206.6,89.6,19,2022
30,8,7,172,276,62.3,1755,11,9,75,6.4,10.2,219.4,80.2,26,2022
23,9,9,132,242,54.5,1688,6,7,79,7,12.8,187.6,72.8,23,2022
23,9,5,114,170,67.1,1374,13,4,54,8.1,12.1,152.7,107.3,11,2022
28,7,5,117,180,65,1252,4,5,45,7,10.7,178.9,81.1,11,2022
27,4,4,103,175,58.9,1192,3,4,60,6.8,11.6,298,75.7,9,2022
25,6,6,82,140,58.6,1143,7,3,52,8.2,13.9,190.5,92.6,10,2022
27,6,6,99,170,58.2,1102,7,5,46,6.5,11.1,183.7,79.1,20,2022
37,5,4,110,191,57.6,1051,5,3,66,5.5,9.6,210.2,75.2,10,2022
29,9,5,94,162,58,1051,5,3,46,6.5,11.2,116.8,80,7,2022
28,3,3,73,115,63.5,858,4,5,51,7.5,11.8,286,79.5,11,2022
23,4,2,65,92,70.7,781,5,3,53,8.5,12,195.3,100.9,6,2022
36,4,3,90,132,68.2,780,1,3,47,5.9,8.7,195,76.6,13,2022
27,6,5,63,106,59.4,731,3,3,62,6.9,11.6,121.8,78,7,2022
23,4,4,73,115,63.5,708,2,0,40,6.2,9.7,177,86.4,9,2022
30,5,2,49,79,62,683,4,4,64,8.6,13.9,136.6,85.6,7,2022
26,5,2,44,76,57.9,663,3,3,78,8.7,15.1,132.6,83.4,6,2022
24,6,4,75,112,67,658,2,3,40,5.9,8.8,109.7,77.2,7,2022
26,5,2,53,83,63.9,656,4,3,60,7.9,12.4,131.2,89.2,7,2022
24,4,3,64,101,63.4,573,3,3,47,5.7,9,143.3,76.1,14,2022
25,7,2,60,105,57.1,534,1,3,32,5.1,8.9,76.3,62.2,6,2022
26,4,2,53,88,60.2,483,2,4,45,5.5,9.1,120.8,63.8,8,2022
26,2,2,46,78,59,416,2,4,39,5.3,9,208,60.6,5,2022
27,6,1,45,83,54.2,412,0,5,47,5,9.2,68.7,42.8,3,2022
27,2,2,40,68,58.8,411,2,2,39,6,10.3,205.5,73.8,6,2022
27,2,2,38,58,65.5,402,2,2,77,6.9,10.6,201,82.7,5,2022
27,3,3,38,62,61.3,390,1,3,30,6.3,10.3,130,64.6,7,2022
24,2,1,22,49,44.9,302,0,2,47,6.2,13.7,151,48.2,5,2022
23,8,3,31,61,50.8,276,0,3,48,4.5,8.9,34.5,42.8,10,2022
32,16,8,13,19,68.4,240,2,0,68,12.6,18.5,15,146.3,2,2022
33,3,2,25,42,59.5,224,0,4,49,5.3,9,74.7,34.3,8,2022
27,4,0,21,25,84,224,1,1,37,9,10.7,56,100.7,0,2022
24,4,0,14,21,66.7,195,1,0,63,9.3,13.9,48.8,112.2,0,2022
22,2,2,15,31,48.4,194,0,1,44,6.3,12.9,97,55,2,2022
31,2,1,15,26,57.7,184,1,1,33,7.1,12.3,92,76.4,2,2022
22,1,1,11,19,57.9,169,1,1,52,8.9,15.4,169,83,3,2022
27,1,1,23,40,57.5,168,1,0,25,4.2,7.3,168,75.8,0,2022
26,5,1,19,34,55.9,161,1,2,20,4.7,8.5,32.2,53.7,6,2022
28,3,1,14,25,56,139,1,1,28,5.6,9.9,46.3,68.6,1,2022
29,7,2,14,20,70,108,1,0,28,5.4,7.7,15.4,99.6,2,2022
27,2,1,10,15,66.7,90,0,0,30,6,9,45,82.6,0,2022
25,1,0,3,5,60,59,0,1,49,11.8,19.7,59,61.7,0,2022
33,3,0,6,8,75,58,1,1,19,7.3,9.7,19.3,94.8,3,2022
36,4,0,8,12,66.7,52,1,0,13,4.3,6.5,13,103.5,1,2022
37,1,1,5,6,83.3,37,0,0,27,6.2,7.4,37,92.4,1,2022
29,4,0,7,11,63.6,35,0,1,11,3.2,5,8.8,30.5,1,2022
23,17,17,2,2,100,34,0,0,23,17,17,2,118.7,0,2022
26,17,16,1,1,100,34,1,0,34,34,34,2,158.3,0,2022
28,1,0,2,8,25,33,0,2,17,4.1,16.5,33,4.7,0,2022
33,1,0,6,8,75,29,1,0,13,3.6,4.8,29,119.3,0,2022
28,16,14,1,1,100,23,0,0,23,23,23,1.4,118.7,1,2022
24,1,0,3,9,33.3,23,0,0,9,2.6,7.7,23,42.4,0,2022
30,1,0,3,3,100,22,0,0,13,7.3,7.3,22,97.2,1,2022
29,17,0,2,2,100,18,0,0,12,9,9,1.1,104.2,0,2022
25,17,0,1,2,50,17,0,0,17,8.5,17,1,79.2,0,2022
22,17,0,1,2,50,13,0,0,13,6.5,13,0.8,70.8,0,2022
36,2,0,1,2,50,10,0,0,10,5,10,5,64.6,0,2022
34,2,0,2,7,28.6,8,0,0,5,1.1,4,4,39.6,0,2022
26,17,0,1,1,100,6,0,0,6,6,6,0.4,91.7,0,2022
24,17,17,1,1,100,4,0,0,4,4,4,0.2,83.3,0,2022
28,16,16,2,2,100,4,1,0,3,2,2,0.3,118.7,0,2022
29,17,16,1,1,100,4,0,0,4,4,4,0.2,83.3,0,2022
40,17,0,1,1,100,4,0,0,4,4,4,0.2,83.3,0,2022
27,17,2,1,1,100,2,1,0,2,2,2,0.1,118.7,0,2022
24,15,11,1,1,100,1,1,0,1,1,1,0.1,118.7,0,2022
32,16,0,0,1,0,0,0,0,0,0,0,0,39.6,0,2022
28,17,17,0,1,0,0,0,1,0,0,0,0,0,0,2022
24,15,0,0,1,0,0,0,1,0,0,0,0,0,0,2022
29,15,4,0,1,0,0,0,0,0,0,0,0,39.6,0,2022
27,16,9,0,1,0,0,0,1,0,0,0,0,0,0,2022
37,3,0,0,2,0,0,0,0,0,0,0,0,39.6,0,2022
26,17,17,0,1,0,0,0,0,0,0,0,0,39.6,0,2022
29,9,9,0,1,0,0,0,0,0,0,0,0,39.6,0,2022
26,15,0,0,1,0,0,0,1,0,0,0,0,0,0,2022
26,17,0,0,1,0,0,0,0,0,0,0,0,39.6,0,2022
22,17,12,0,1,0,0,0,0,0,0,0,0,39.6,0,2022
25,17,17,388,560,69.3,4624,29,14,78,8.3,11.9,272,101.1,29,2023
29,17,17,407,605,67.3,4575,30,12,70,7.6,11.2,269.1,97.9,30,2023
30,17,17,410,590,69.5,4516,36,9,92,7.7,11,265.6,105.9,39,2023
27,17,17,385,579,66.5,4306,29,18,81,7.4,11.2,253.3,92.2,24,2023
24,16,16,308,444,69.4,4280,31,11,76,9.6,13.9,267.5,113,28,2023
28,16,16,401,597,67.2,4183,27,14,67,7,10.4,261.4,92.6,27,2023
25,17,17,372,579,64.2,4159,32,11,77,7.2,11.2,244.6,96.1,30,2023
22,15,15,319,499,63.9,4108,23,5,75,8.2,12.9,273.9,100.8,38,2023
28,17,17,364,566,64.3,4044,28,10,75,7.1,11.1,237.9,94.6,40,2023
24,16,16,370,564,65.6,4016,21,14,65,7.1,10.9,251,88.5,35,2023
35,15,15,326,521,62.6,3965,24,11,80,7.6,12.2,264.3,92.5,30,2023
23,17,17,388,612,63.4,3946,21,21,51,6.4,10.2,232.1,78.9,65,2023
32,17,17,375,548,68.4,3878,25,8,58,7.1,10.3,228.1,97.7,31,2023
