Age,G,GS,Cmp,Att,Cmp%,Yds,TD,Int,Lng,Y/A,Y/C,Y/G,Rate,Sk,Year
25,11,10,225,372,60.5,2350,18,12,73,6.3,10.4,213.6,81.5,22,2009
21,10,10,201,377,53.3,2267,13,20,75,6,11.3,226.7,61,24,2009
34,11,11,178,321,55.5,2015,8,18,52,6.3,11.3,183.2,59.4,23,2009
26,12,10,152,259,58.7,1879,10,7,66,7.3,12.4,156.6,82.8,9,2009
21,10,9,158,290,54.5,1855,10,18,42,6.4,11.7,185.5,59.8,20,2009
32,9,8,140,247,56.7,1469,5,6,50,5.9,10.5,163.2,70.7,14,2009
27,10,8,127,227,55.9,1422,9,10,98,6.3,11.2,142.2,69.7,21,2009
25,10,9,136,256,53.1,1339,8,7,59,5.2,9.8,133.9,67.2,19,2009
24,12,9,120,246,48.8,1287,3,11,86,5.2,10.7,107.3,50,33,2009
37,7,6,119,216,55.1,1225,6,8,69,5.7,10.3,175,65.5,6,2009
26,8,7,110,183,60.1,1169,6,7,46,6.4,10.6,146.1,73.8,23,2009
25,7,5,85,138,61.6,1053,8,2,66,7.6,12.4,150.4,98.5,9,2009
26,7,4,82,150,54.7,1007,6,3,75,6.7,12.3,143.9,80.6,11,2009
32,8,5,89,157,56.7,945,3,6,38,6,10.6,118.1,64.8,14,2009
29,6,6,87,155,56.1,943,5,2,61,6.1,10.8,157.2,79.6,18,2009
28,7,4,98,176,55.7,899,3,6,35,5.1,9.2,128.4,61.2,17,2009
26,8,7,81,182,44.5,888,3,10,43,4.9,11,111,42.1,11,2009
32,6,2,69,119,58,781,4,3,50,6.6,11.3,130.2,78.4,8,2009
25,5,2,62,96,64.6,741,4,3,71,7.7,12,148.2,88.9,3,2009
29,13,2,78,120,65,700,3,2,39,5.8,9,53.8,81.9,9,2009
23,6,4,63,125,50.4,685,4,8,35,5.5,10.9,114.2,50.9,11,2009
29,3,3,58,107,54.2,594,4,3,47,5.6,10.2,198,71.2,2,2009
28,3,3,53,87,60.9,581,1,4,33,6.7,11,193.7,65.3,5,2009
24,4,4,73,119,61.3,566,3,9,25,4.8,7.8,141.5,49.9,13,2009
26,8,1,51,77,66.2,435,0,3,28,5.6,8.5,54.4,64.6,2,2009
33,3,3,51,74,68.9,413,1,2,21,5.6,8.1,137.7,76,6,2009
25,3,1,26,51,51,259,0,6,30,5.1,10,86.3,26.1,5,2009
33,4,0,20,31,64.5,231,1,1,50,7.5,11.6,57.8,84.2,1,2009
26,3,1,23,40,57.5,230,2,0,50,5.8,10,76.7,90.6,3,2009
30,6,0,21,33,63.6,225,1,0,37,6.8,10.7,37.5,93.6,2,2009
26,8,0,14,21,66.7,201,1,0,34,9.6,14.4,25.1,113.4,0,2009
24,2,1,17,29,58.6,146,0,2,15,5,8.6,73,43.2,2,2009
24,1,1,12,26,46.2,145,1,1,33,5.6,12.1,145,60.6,0,2009
38,3,0,12,23,52.2,144,0,0,46,6.3,12,48,71.6,2,2009
24,5,0,19,27,70.4,142,0,0,17,5.3,7.5,28.4,82.6,2,2009
26,10,1,13,26,50,125,0,0,26,4.8,9.6,12.5,63.8,4,2009
39,16,1,15,30,50,102,0,1,18,3.4,6.8,6.4,44,0,2009
29,12,1,6,13,46.2,86,1,0,43,6.6,14.3,7.2,93.7,0,2009
24,2,0,8,28,28.6,83,0,2,22,3,10.4,41.5,9.8,3,2009
25,2,0,4,8,50,83,1,2,34,10.4,20.8,41.5,87,0,2009
24,15,0,7,12,58.3,58,0,1,17,4.8,8.3,3.9,36.1,1,2009
28,16,0,1,1,100,42,0,0,42,42,42,2.6,118.7,0,2009
30,3,0,4,11,36.4,40,0,0,16,3.6,10,13.3,47.5,3,2009
30,16,0,1,1,100,36,1,0,36,36,36,2.3,158.3,0,2009
32,13,0,1,2,50,35,1,1,35,17.5,35,2.7,95.8,0,2009
29,1,0,3,9,33.3,33,0,1,21,3.7,11,33,5.6,0,2009
28,16,11,1,1,100,27,1,0,27,27,27,1.7,158.3,0,2009
26,13,2,1,1,100,27,0,0,27,27,27,2.1,118.7,0,2009
27,13,6,1,1,100,26,0,0,26,26,26,2,118.7,0,2009
33,16,0,1,1,100,25,1,0,25,25,25,1.6,158.3,0,2009
25,4,0,5,9,55.6,24,0,1,9,2.7,4.8,6,21.3,0,2009
29,3,1,5,17,29.4,23,0,1,7,1.4,4.6,7.7,15.1,5,2009
26,15,15,1,1,100,22,1,0,22,22,22,1.5,158.3,0,2009
28,9,9,2,6,33.3,22,1,0,21,3.7,11,2.4,84.7,1,2009
26,15,1,1,1,100,21,0,0,21,21,21,1.4,118.7,0,2009
26,16,12,1,4,25,18,0,1,18,4.5,18,1.1,6.2,0,2009
35,1,0,1,2,50,17,0,0,17,8.5,17,17,79.2,0,2009
30,1,0,2,4,50,12,1,1,9,3,6,12,56.2,0,2009
24,2,0,3,7,42.9,11,0,1,5,1.6,3.7,5.5,10.7,0,2009
34,11,0,1,1,100,10,0,0,10,10,10,0.9,108.3,0,2009
27,16,0,1,1,100,6,1,0,6,6,6,0.4,131.2,0,2009
25,1,0,1,1,100,3,0,0,3,3,3,3,79.2,0,2009
30,1,0,1,6,16.7,2,0,0,2,0.3,2,2,39.6,1,2009
28,3,0,1,3,33.3,2,0,0,2,0.7,2,0.7,42.4,2,2009
28,14,4,0,1,0,0,0,1,0,0,0,0,0,0,2009
25,16,7,0,1,0,0,0,0,0,0,0,0,39.6,0,2009
25,7,0,0,1,0,0,0,1,0,0,0,0,0,0,2009
27,14,12,1,1,100,0,0,0,0,0,0,0,79.2,0,2009
27,13,11,0,1,0,0,0,0,0,0,0,0,39.6,0,2009
26,16,15,0,1,0,0,0,0,0,0,0,0,39.6,0,2009
25,16,16,0,1,0,0,0,1,0,0,0,0,0,0,2009
24,16,16,0,1,0,0,0,0,0,0,0,0,39.6,0,2009
34,11,0,0,1,0,0,0,0,0,0,0,0,39.6,0,2009
28,1,0,0,1,0,0,0,0,0,0,0,0,39.6,0,2009
35,16,0,1,1,100,0,0,0,0,0,0,0,79.2,0,2009
28,8,8,0,1,0,0,0,0,0,0,0,0,39.6,0,2009
22,16,15,0,1,0,0,0,0,0,0,0,0,39.6,0,2009
23,16,14,0,1,0,0,0,0,0,0,0,0,39.6,0,2009
26,6,0,0,1,0,0,0,0,0,0,0,0,39.6,0,2009
30,14,14,0,1,0,0,0,0,0,0,0,0,39.6,0,2009
31,16,16,0,1,0,0,0,1,0,0,0,0,0,0,2009
27,16,0,0,1,0,0,0,1,0,0,0,0,0,0,2009
30,8,7,0,1,0,0,0,0,0,0,0,0,39.6,0,2009
23,13,0,0,5,0,0,0,0,0,0,0,0,39.6,1,2009
32,16,7,0,1,0,0,0,1,0,0,0,0,0,0,2009
29,16,16,357,541,66,4710,30,13,59,8.7,13.2,294.4,101.8,38,2010
34,16,16,450,679,66.3,4700,33,17,73,6.9,10.4,293.8,91.9,16,2010
31,16,16,448,658,68.1,4620,33,22,80,7,10.3,288.8,90.9,25,2010
29,16,16,365,574,63.6,4370,24,12,60,7.6,12,273.1,92,32,2010
29,16,16,339,539,62.9,4002,31,25,92,7.4,11.8,250.1,85.3,16,2010
31,16,16,362,586,61.8,3970,26,20,78,6.8,11,248.1,82.4,26,2010
27,15,15,312,475,65.7,3922,28,11,86,8.3,12.6,261.5,101.2,31,2010
33,16,16,324,492,65.9,3900,36,4,79,7.9,12,243.8,111,25,2010
25,16,16,357,571,62.5,3705,28,9,46,6.5,10.4,231.6,91,23,2010
28,13,13,293,498,58.8,3653,20,9,71,7.3,12.5,281,87.5,34,2010
25,16,16,306,489,62.6,3622,25,10,67,7.4,11.8,226.4,93.6,40,2010
23,16,16,354,590,60,3512,18,15,49,6,9.9,219.5,76.5,34,2010
22,16,16,291,474,61.4,3451,25,6,64,7.3,11.9,215.7,95.9,28,2010
34,13,13,275,472,58.3,3377,14,15,76,7.2,12.3,259.8,77.1,37,2010
25,15,14,301,490,61.4,3301,15,19,57,6.7,11,220.1,75.4,30,2010
24,16,16,278,507,54.8,3291,17,13,74,6.5,11.8,205.7,75.3,27,2010
27,15,15,261,432,60.4,3274,23,16,89,7.6,12.5,218.3,86.3,52,2010
28,12,12,240,389,61.7,3200,17,5,56,8.2,13.3,266.7,97,32,2010
28,15,15,262,450,58.2,3116,27,7,75,6.9,11.9,207.7,93,26,2010
30,12,12,233,372,62.6,3018,21,6,91,8.1,13,251.5,100.2,34,2010
35,14,14,266,444,59.9,3001,12,17,87,6.8,11.3,214.4,73.2,29,2010
28,13,13,255,441,57.8,3000,23,15,65,6.8,11.8,230.8,81.8,24,2010
32,14,14,236,366,64.5,2734,23,15,75,7.5,11.6,195.3,90.8,33,2010
30,11,10,257,416,61.8,2686,16,12,75,6.5,10.5,244.2,81.3,17,2010
41,13,13,217,358,60.6,2509,11,19,53,7,11.6,193,69.9,22,2010
29,13,12,194,329,59,2387,13,8,73,7.3,12.3,183.6,84.5,33,2010
26,11,10,204,342,59.6,2370,14,10,62,6.9,11.6,215.5,82.1,25,2010
38,10,9,209,318,65.7,2365,16,12,71,7.4,11.3,236.5,88.9,21,2010
27,12,9,169,327,51.7,2065,7,10,43,6.3,12.2,172.1,65.9,25,2010
38,10,7,160,278,57.6,1823,14,8,80,6.6,11.4,182.3,82.2,13,2010
30,6,6,148,213,69.5,1605,11,7,69,7.5,10.8,267.5,94.9,7,2010
24,8,8,135,222,60.8,1576,6,9,47,7.1,11.7,197,74.5,23,2010
23,13,10,157,299,52.5,1558,3,9,55,5.2,9.9,119.8,58.4,33,2010
27,9,8,93,156,59.6,1255,10,3,71,8,13.5,139.4,98.6,13,2010
26,7,5,115,189,60.8,1197,7,7,83,6.3,10.4,171,76.1,15,2010
26,6,6,73,145,50.3,1176,5,4,66,8.1,16.1,196,77.8,18,2010
27,6,4,83,157,52.9,1059,5,7,70,6.7,12.8,176.5,66.3,10,2010
30,4,3,74,133,55.6,884,7,4,64,6.6,11.9,221,81.2,9,2010
35,5,4,93,149,62.4,872,2,7,49,5.9,9.4,174.4,63.4,6,2010
26,6,5,79,143,55.2,857,5,10,39,6,10.8,142.8,55.6,13,2010
26,6,3,69,119,58,780,4,3,87,6.6,11.3,130,78.4,6,2010
30,8,4,64,101,63.4,694,4,2,65,6.9,10.8,86.8,88.5,6,2010
22,5,4,60,126,47.6,662,2,2,74,5.3,11,132.4,62.3,9,2010
23,9,3,41,82,50,654,5,3,50,8,16,72.7,82.1,6,2010
22,3,3,57,96,59.4,535,6,1,36,5.6,9.4,178.3,91.3,4,2010
27,5,3,55,101,54.5,521,2,5,44,5.2,9.5,104.2,54.9,11,2010
28,6,2,57,99,57.6,507,2,3,61,5.1,8.9,84.5,65.5,5,2010
24,5,2,54,89,60.7,477,0,3,46,5.4,8.8,95.4,60.9,8,2010
26,5,1,33,62,53.2,435,2,2,35,7,13.2,87,73,8,2010
25,7,1,40,66,60.6,433,3,2,66,6.6,10.8,61.9,82.4,7,2010
25,6,3,39,78,50,370,1,6,26,4.7,9.5,61.7,35.7,14,2010
36,3,2,29,49,59.2,352,3,3,46,7.2,12.1,117.3,76.2,4,2010
27,3,1,34,58,58.6,341,3,4,46,5.9,10,113.7,63.9,6,2010
25,2,2,22,32,68.8,254,0,1,52,7.9,11.5,127,79.4,5,2010
25,2,1,22,44,50,238,2,0,37,5.4,10.8,119,81.4,3,2010
38,1,1,18,34,52.9,222,2,2,29,6.5,12.3,222,68.5,1,2010
23,2,1,20,40,50,200,0,4,52,5,10,100,25,1,2010
31,1,1,13,28,46.4,173,1,2,88,6.2,13.3,173,48.7,3,2010
27,1,0,16,28,57.1,150,0,1,31,5.4,9.4,150,57.1,2,2010
25,5,0,7,15,46.7,122,1,1,42,8.1,17.4,24.4,69.3,0,2010
29,1,0,11,19,57.9,120,0,0,25,6.3,10.9,120,76.6,0,2010
40,2,0,7,13,53.8,117,2,1,52,9,16.7,58.5,92,1,2010
24,11,0,14,16,87.5,111,0,0,22,6.9,7.9,10.1,95.6,2,2010
25,1,1,10,23,43.5,106,0,3,33,4.6,10.6,106,17.9,3,2010
39,2,1,10,27,37,68,0,5,19,2.5,6.8,34,5.9,2,2010
31,1,0,5,13,38.5,67,0,1,22,5.2,13.4,67,23.6,1,2010
25,2,0,5,7,71.4,55,0,0,26,7.9,11,27.5,94.3,2,2010
24,1,0,6,12,50,47,0,0,22,3.9,7.8,47,60.1,1,2010
30,1,0,5,7,71.4,42,0,0,14,6,8.4,42,86.6,2,2010
31,16,0,2,2,100,42,2,0,39,21,21,2.6,158.3,0,2010
27,2,1,8,19,42.1,38,0,1,16,2,4.8,19,27.7,4,2010
27,2,0,4,6,66.7,35,0,0,18,5.8,8.8,17.5,81.9,2,2010
24,15,14,1,1,100,29,1,0,29,29,29,1.9,158.3,0,2010
27,11,4,1,1,100,28,0,0,28,28,28,2.5,118.7,0,2010
30,16,0,1,1,100,28,0,0,28,28,28,1.8,118.7,0,2010
29,5,0,2,4,50,25,0,1,20,6.3,12.5,5,30.2,1,2010
23,1,0,2,3,66.7,24,0,1,16,8,12,24,51.4,0,2010
33,2,0,4,6,66.7,20,0,0,14,3.3,5,10,71.5,0,2010
27,15,5,2,3,66.7,19,0,0,10,6.3,9.5,1.3,84,1,2010
34,1,1,1,2,50,19,0,0,19,9.5,19,19,83.3,0,2010
26,1,0,3,3,100,18,0,0,7,6,6,18,91.7,2,2010
27,13,11,1,2,50,17,0,0,17,8.5,17,1.3,79.2,0,2010
24,13,0,2,3,66.7,16,0,0,9,5.3,8,1.2,79.9,1,2010
24,16,14,1,2,50,13,0,0,13,6.5,13,0.8,70.8,0,2010
28,16,0,1,1,100,13,0,0,13,13,13,0.8,118.7,0,2010
34,3,0,1,1,100,8,0,0,8,8,8,2.7,100,0,2010
27,1,0,1,2,50,6,0,0,6,3,6,6,56.2,0,2010
27,16,2,2,3,66.7,6,1,0,3,2,3,0.4,109.7,0,2010
30,12,7,1,1,100,2,1,0,2,2,2,0.2,118.7,0,2010
27,13,10,0,1,0,0,0,0,0,0,0,0,39.6,0,2010
21,16,9,0,1,0,0,0,0,0,0,0,0,39.6,0,2010
29,16,16,0,2,0,0,0,0,0,0,0,0,39.6,0,2010
31,9,2,0,1,0,0,0,0,0,0,0,0,39.6,0,2010
22,3,0,1,1,100,0,0,0,0,0,0,0,79.2,0,2010
32,14,12,0,1,0,0,0,0,0,0,0,0,39.6,0,2010
25,14,14,0,1,0,0,0,1,0,0,0,0,0,0,2010
24,14,2,0,1,0,0,0,0,0,0,0,0,39.6,0,2010
29,16,0,0,1,0,0,0,0,0,0,0,0,39.6,0,2010
26,14,14,0,1,0,0,0,0,0,0,0,0,39.6,0,2010
23,13,13,0,1,0,0,0,0,0,0,0,0,39.6,0,2010
27,16,1,0,3,0,0,0,0,0,0,0,0,39.6,0,2010
30,16,16,1,1,100,-6,0,0,-6,-6,-6,-0.4,79.2,0,2010
32,16,16,468,657,71.2,5476,46,14,79,8.3,11.7,342.3,110.6,24,2011
34,16,16,401,611,65.6,5235,39,12,99,8.6,13.1,327.2,105.6,32,2011
23,16,16,421,663,63.5,5038,41,16,73,7.6,12,314.9,97.2,36,2011
30,16,16,359,589,61,4933,29,16,99,8.4,13.7,308.3,92.9,28,2011
28,15,15,343,502,68.3,4643,45,6,93,9.2,13.5,309.5,122.5,36,2011
30,16,16,366,582,62.9,4624,27,20,58,7.9,12.6,289,88.7,30,2011
31,16,16,346,522,66.3,4184,31,10,77,8,12.1,261.5,102.5,36,2011
26,16,16,347,566,61.3,4177,29,12,80,7.4,12,261.1,92.2,26,2011
29,15,15,324,513,63.2,4077,21,14,95,7.9,12.6,271.8,90.1,40,2011
22,16,16,310,517,60,4051,21,17,91,7.8,13.1,253.2,84.5,35,2011
29,16,16,353,569,62,3832,24,23,60,6.7,10.9,239.5,79.1,22,2011
26,16,16,312,542,57.6,3610,20,12,74,6.7,11.6,225.6,80.9,31,2011
23,15,15,346,551,62.8,3592,16,22,65,6.5,10.4,239.5,74.6,29,2011
36,16,16,319,518,61.6,3571,18,14,80,6.9,11.2,223.2,82.4,19,2011
25,16,16,308,543,56.7,3474,26,18,74,6.4,11.3,217.1,78.2,39,2011
24,16,16,300,516,58.1,3398,20,13,84,6.6,11.3,212.4,80.4,24,2011
31,13,13,253,423,59.8,3303,18,14,73,7.8,13.1,254.1,84.9,23,2011
31,13,13,265,458,57.9,3151,16,20,51,6.9,11.9,242.4,72.4,25,2011
27,16,16,273,445,61.3,3144,17,5,56,7.1,11.5,196.5,90.7,44,2011
28,15,14,271,450,60.2,3091,14,13,61,6.9,11.4,206.1,79.2,42,2011
32,10,9,199,328,60.7,2753,13,16,78,8.4,13.8,275.3,80.5,17,2011
25,13,13,265,463,57.2,2733,14,11,56,5.9,10.3,210.2,74.6,32,2011
27,13,12,210,347,60.5,2497,16,9,65,7.2,11.9,192.1,87.1,36,2011
30,10,10,178,292,61,2479,15,6,80,8.5,13.9,247.9,96.8,16,2011
28,10,10,182,314,58,2319,13,7,56,7.4,12.7,231.9,85.7,23,2011
22,15,14,210,413,50.8,2214,12,11,74,5.4,10.5,147.6,65.4,40,2011
24,10,10,191,357,53.5,2164,6,6,68,6.1,11.3,216.4,70.5,36,2011
27,9,9,146,253,57.7,1955,9,8,73,7.7,13.4,217.2,81.1,30,2011
23,8,7,151,275,54.9,1913,11,14,60,7,12.7,239.1,68.9,23,2011
23,11,10,158,291,54.3,1853,13,13,72,6.4,11.7,168.5,70.1,30,2011
29,9,8,150,252,59.5,1758,9,9,52,7,11.7,195.3,77.8,10,2011
24,14,11,126,271,46.5,1729,12,6,56,6.4,13.7,123.5,72.9,33,2011
29,9,9,160,269,59.5,1713,10,9,52,6.4,10.7,190.3,76.6,22,2011
26,9,8,132,243,54.3,1541,6,9,87,6.3,11.7,171.2,66.6,16,2011
28,8,5,122,193,63.2,1201,6,4,40,6.2,9.8,150.1,82.4,14,2011
30,6,6,100,165,60.6,1170,6,4,58,7.1,11.7,195,84.2,5,2011
35,6,6,94,156,60.3,1026,4,2,60,6.6,10.9,171,82.9,16,2011
24,6,5,82,134,61.2,949,3,3,50,7.1,11.6,158.2,80.7,15,2011
26,4,4,64,112,57.1,868,4,4,41,7.8,13.6,217,79,11,2011
28,6,3,66,114,57.9,866,4,9,58,7.6,13.1,144.3,60.8,8,2011
30,4,3,80,132,60.6,858,2,4,32,6.5,10.7,214.5,72.1,16,2011
28,6,4,80,134,59.7,796,2,7,38,5.9,10,132.7,59.8,11,2011
26,6,4,51,102,50,613,3,9,81,6,12,102.2,41.8,19,2011
31,6,3,55,107,51.4,567,2,2,76,5.3,10.3,94.5,65.4,6,2011
34,5,3,53,97,54.6,548,1,2,34,5.6,10.3,109.6,66,10,2011
28,3,3,48,91,52.7,546,2,1,36,6,11.4,182,73.8,9,2011
23,5,0,34,66,51.5,542,4,0,54,8.2,15.9,108.4,99.4,5,2011
26,5,1,33,49,67.3,518,6,2,80,10.6,15.7,103.6,124.8,5,2011
39,3,3,48,98,49,481,2,1,36,4.9,10,160.3,65.9,5,2011
32,3,2,35,55,63.6,414,2,4,49,7.5,11.8,138,68.3,7,2011
25,11,1,34,63,54,376,3,2,36,6,11.1,34.2,74.6,3,2011
29,3,2,27,56,48.2,298,1,1,38,5.3,11,99.3,62.9,8,2011
30,4,2,30,56,53.6,296,0,4,26,5.3,9.9,74,39,4,2011
25,9,1,19,36,52.8,246,1,2,42,6.8,12.9,27.3,60.6,3,2011
36,1,0,18,28,64.3,211,1,0,40,7.5,11.7,211,99,2,2011
37,4,1,15,24,62.5,208,0,1,46,8.7,13.9,52,72.9,2,2011
34,5,0,18,28,64.3,188,0,1,22,6.7,10.4,37.6,68.7,0,2011
26,1,0,24,38,63.2,182,1,0,19,4.8,7.6,182,83.4,3,2011
30,2,1,15,28,53.6,161,0,3,27,5.8,10.7,80.5,31.1,3,2011
28,2,0,8,18,44.4,109,1,1,41,6.1,13.6,54.5,59.7,1,2011
24,4,0,11,16,68.8,107,0,2,43,6.7,9.7,26.8,47.7,1,2011
39,3,0,6,10,60,87,1,2,33,8.7,14.5,29,82.1,0,2011
28,2,0,10,22,45.5,86,1,1,23,3.9,8.6,43,52.5,1,2011
30,2,0,6,10,60,60,0,0,25,6,10,30,77.1,5,2011
28,2,1,10,13,76.9,57,1,0,20,4.4,5.7,28.5,110.1,0,2011
25,9,9,1,1,100,55,0,0,55,55,55,6.1,118.7,0,2011
24,16,0,1,1,100,49,1,0,49,49,49,3.1,158.3,0,2011
23,14,1,1,1,100,41,0,0,41,41,41,2.9,118.7,0,2011
24,3,0,3,5,60,35,0,0,19,7,11.7,11.7,81.2,0,2011
35,16,0,1,3,33.3,35,1,0,35,11.7,35,2.2,118.1,0,2011
31,2,0,2,3,66.7,33,0,0,28,11,16.5,16.5,103.5,0,2011
27,8,0,1,1,100,33,0,0,33,33,33,4.1,118.7,0,2011
25,16,0,4,5,80,29,0,0,14,5.8,7.3,1.8,90.8,0,2011
41,16,0,1,3,33.3,27,0,0,27,9,27,1.7,67.4,0,2011
28,15,10,1,1,100,27,0,0,27,27,27,1.8,118.7,0,2011
27,3,0,3,8,37.5,25,0,1,13,3.1,8.3,8.3,6.8,0,2011
26,3,0,1,1,100,22,0,0,22,22,22,7.3,118.7,0,2011
22,3,0,1,1,100,18,0,0,18,18,18,6,118.7,2,2011
24,11,0,1,1,100,15,0,0,15,15,15,1.4,118.7,0,2011
37,16,0,1,1,100,14,1,0,14,14,14,0.9,158.3,0,2011
23,16,0,1,1,100,11,0,0,11,11,11,0.7,112.5,0,2011
24,16,16,1,1,100,1,1,0,1,1,1,0.1,118.7,0,2011
27,1,0,0,2,0,0,0,0,0,0,0,0,39.6,0,2011
21,15,0,0,1,0,0,0,0,0,0,0,0,39.6,0,2011
26,16,0,0,1,0,0,0,0,0,0,0,0,39.6,0,2011
24,16,13,0,1,0,0,0,0,0,0,0,0,39.6,0,2011
26,12,12,0,1,0,0,0,0,0,0,0,0,39.6,0,2011
22,16,0,0,1,0,0,0,0,0,0,0,0,39.6,0,2011
30,15,14,0,1,0,0,0,0,0,0,0,0,39.6,0,2011
25,15,15,0,2,0,0,0,0,0,0,0,0,39.6,0,2011
28,9,0,0,1,0,0,0,1,0,0,0,0,0,0,2011
28,16,0,0,1,0,0,0,0,0,0,0,0,39.6,0,2011
27,16,1,0,1,0,0,0,0,0,0,0,0,39.6,0,2011
28,15,5,0,1,0,0,0,1,0,0,0,0,0,1,2011
28,12,0,0,1,0,0,0,0,0,0,0,0,39.6,0,2011
24,11,5,0,1,0,0,0,0,0,0,0,0,39.6,0,2011
33,16,16,422,670,63,5177,43,19,80,7.7,12.3,323.6,96.3,26,2012
24,16,16,435,727,59.8,4967,20,17,57,6.8,11.4,310.4,79.8,29,2012
32,16,16,425,648,65.6,4903,28,19,85,7.6,11.5,306.4,90.5,36,2012
35,16,16,401,637,63,4827,34,8,83,7.6,12,301.7,98.7,27,2012
27,16,16,422,615,68.6,4719,32,14,80,7.7,11.2,294.9,99.1,28,2012
36,16,16,400,583,68.6,4659,37,11,71,8,11.6,291.2,105.8,21,2012
23,16,16,339,627,54.1,4374,23,18,70,7,12.9,273.4,76.5,41,2012
29,16,16,371,552,67.2,4295,39,8,73,7.8,11.6,268.4,108,51,2012
24,16,16,306,558,54.8,4065,27,17,95,7.3,13.3,254.1,81.6,26,2012
33,15,15,345,565,61.1,4018,22,14,64,7.1,11.6,267.9,85.3,26,2012
31,16,16,350,544,64.3,4008,22,12,60,7.4,11.5,250.5,90.7,27,2012
31,16,16,321,536,59.9,3948,26,15,80,7.4,12.3,246.8,87.2,19,2012
23,16,16,280,485,57.7,3869,19,12,82,8,13.8,241.8,86.2,36,2012
27,16,16,317,531,59.7,3817,22,10,61,7.2,12,238.6,87.7,35,2012
25,16,16,328,551,59.5,3702,21,13,80,6.7,11.3,231.4,82.6,35,2012
25,16,16,329,528,62.3,3669,27,16,59,6.9,11.2,229.3,87.4,46,2012
31,16,16,338,527,64.1,3606,26,15,80,6.8,10.7,225.4,88.6,49,2012
30,16,16,306,505,60.6,3400,24,16,68,6.7,11.1,212.5,83.3,30,2012
29,15,15,297,517,57.4,3385,14,17,71,6.5,11.4,225.7,72.6,28,2012
24,16,16,282,484,58.3,3294,12,13,80,6.8,11.7,205.9,76.1,35,2012
30,13,13,284,449,63.3,3265,26,8,82,7.3,11.5,251.2,97,30,2012
22,15,15,258,393,65.6,3200,20,5,88,8.1,12.4,213.3,102.4,30,2012
24,16,16,252,393,64.1,3118,26,10,67,7.9,12.4,194.9,100,33,2012
29,15,15,255,434,58.8,3033,19,14,60,7,11.9,202.2,81.3,38,2012
24,16,16,300,483,62.1,2935,18,12,65,6.1,9.8,183.4,81.2,32,2012
26,15,15,246,453,54.3,2883,13,18,66,6.4,11.7,192.2,66.9,34,2012
32,10,10,204,351,58.1,2362,12,10,77,6.7,11.6,236.2,78.1,28,2012
24,11,11,177,314,56.4,2176,10,11,71,6.9,12.3,197.8,74,25,2012
27,10,6,166,308,53.9,2084,11,11,81,6.8,12.6,208.4,72.2,28,2012
25,13,7,136,218,62.4,1814,10,3,57,8.3,13.3,139.5,98.3,16,2012
30,9,8,161,277,58.1,1796,6,12,46,6.5,11.2,199.6,66.7,19,2012
28,10,9,153,218,70.2,1737,13,5,55,8,11.4,173.7,104.1,24,2012
23,7,6,161,265,60.8,1699,6,5,46,6.4,10.6,242.7,79.1,20,2012
23,10,10,162,278,58.3,1662,9,6,80,6,10.3,166.2,77.4,22,2012
37,8,5,138,221,62.4,1367,7,5,37,6.2,9.9,170.9,81,14,2012
28,6,5,109,183,59.6,1169,8,3,46,6.4,10.7,194.8,86.1,27,2012
28,10,8,112,197,56.9,1141,2,8,57,5.8,10.2,114.1,60.1,21,2012
24,7,6,109,201,54.2,1132,2,9,40,5.6,10.4,161.7,55.4,15,2012
23,6,4,89,171,52,752,0,7,28,4.4,8.4,125.3,46.7,12,2012
38,2,2,45,70,64.3,475,1,4,43,6.8,10.6,237.5,64.9,3,2012
24,3,1,33,48,68.8,466,4,3,77,9.7,14.1,155.3,101.6,3,2012
27,2,1,30,53,56.6,330,1,2,53,6.2,11,165,65.8,4,2012
32,2,1,25,53,47.2,272,0,1,37,5.1,10.9,136,54.9,3,2012
31,6,1,32,51,62.7,265,2,2,45,5.2,8.3,44.2,72.8,6,2012
24,2,1,19,31,61.3,214,1,1,30,6.9,11.3,107,79.2,11,2012
27,1,1,22,32,68.8,204,1,1,23,6.4,9.3,204,83.3,3,2012
23,7,0,17,29,58.6,179,0,1,25,6.2,10.5,25.6,62.3,3,2012
32,1,0,10,13,76.9,172,2,0,46,13.2,17.2,172,157.9,0,2012
23,3,1,14,30,46.7,155,2,1,38,5.2,11.1,51.7,70.8,0,2012
28,2,0,11,19,57.9,131,1,0,37,6.9,11.9,65.5,96.6,2,2012
29,2,0,16,33,48.5,115,0,1,20,3.5,7.2,57.5,44.4,1,2012
30,1,0,9,10,90,89,1,0,21,8.9,9.9,89,137.1,0,2012
26,3,0,9,17,52.9,79,1,0,21,4.6,8.8,26.3,85.2,4,2012
23,9,3,1,1,100,73,1,0,73,73,73,8.1,158.3,0,2012
27,3,0,5,9,55.6,68,0,0,27,7.6,13.6,22.7,79.9,0,2012
29,2,0,5,11,45.5,65,0,0,44,5.9,13,32.5,64.6,0,2012
29,2,0,4,4,100,58,0,0,23,14.5,14.5,29,118.7,0,2012
29,1,0,4,7,57.1,51,0,0,24,7.3,12.8,51,80.1,0,2012
22,16,0,3,3,100,42,1,0,21,14,14,2.6,158.3,0,2012
24,16,7,1,1,100,42,0,0,42,42,42,2.6,118.7,0,2012
29,2,0,1,3,33.3,39,0,1,39,13,39,19.5,42.4,0,2012
